;52;56;60;65;71;79;88;>88;94;>94;110;>110
87;30,21;29,29;28,25;26,85;25,44;23,97;22,66;20,57;21,91;20,57;20,47;19,21
88;30,56;29,63;28,57;27,16;25,73;24,24;22,92;20,80;22,17;20,80;20,71;19,43
89;30,90;29,97;28,90;27,47;26,02;24,52;23,18;21,04;22,42;21,04;20,94;19,65
90;31,25;30,30;29,22;27,78;26,32;24,79;23,44;21,28;22,67;21,28;21,18;19,87
91;31,60;30,64;29,55;28,09;26,61;25,07;23,70;21,51;22,92;21,51;21,41;20,09
92;31,94;30,98;29,87;28,40;26,90;25,34;23,96;21,75;23,17;21,75;21,65;20,31
93;32,29;31,31;30,19;28,70;27,19;25,62;24,22;21,99;23,43;21,99;21,88;20,53
94;32,64;31,65;30,52;29,01;27,49;25,90;24,48;22,22;23,68;22,22;22,12;20,75
95;32,99;31,99;30,84;29,32;27,78;26,17;24,74;22,46;23,93;22,46;22,35;20,97
96;33,33;32,32;31,17;29,63;28,07;26,45;25,00;22,70;24,18;22,70;22,59;21,19
97;33,68;32,66;31,49;29,94;28,36;26,72;25,26;22,93;24,43;22,93;22,82;21,41
98;34,03;33,00;31,82;30,25;28,65;27,00;25,52;23,17;24,69;23,17;23,06;21,63
99;34,38;33,33;32,14;30,56;28,95;27,27;25,78;23,40;24,94;23,40;23,29;21,85
100;34,72;33,67;32,47;30,86;29,24;27,55;26,04;23,64;25,19;23,64;23,53;22,08
101;35,07;34,01;32,79;31,17;29,53;27,82;26,30;23,88;25,44;23,88;23,76;22,30
102;35,42;34,34;33,12;31,48;29,82;28,10;26,56;24,11;25,69;24,11;24,00;22,52
103;35,76;34,68;33,44;31,79;30,12;28,37;26,82;24,35;25,94;24,35;24,24;22,74
104;36,11;35,02;33,77;32,10;30,41;28,65;27,08;24,59;26,20;24,59;24,47;22,96
105;36,46;35,35;34,09;32,41;30,70;28,93;27,34;24,82;26,45;24,82;24,71;23,18
106;36,81;35,69;34,42;32,72;30,99;29,20;27,60;25,06;26,70;25,06;24,94;23,40
107;37,15;36,03;34,74;33,02;31,29;29,48;27,86;25,30;26,95;25,30;25,18;23,62
108;37,50;36,36;35,06;33,33;31,58;29,75;28,13;25,53;27,20;25,53;25,41;23,84
109;37,85;36,70;35,39;33,64;31,87;30,03;28,39;25,77;27,46;25,77;25,65;24,06
110;38,19;37,04;35,71;33,95;32,16;30,30;28,65;26,00;27,71;26,00;25,88;24,28
111;38,54;37,37;36,04;34,26;32,46;30,58;28,91;26,24;27,96;26,24;26,12;24,50
112;38,89;37,71;36,36;34,57;32,75;30,85;29,17;26,48;28,21;26,48;26,35;24,72
113;39,24;38,05;36,69;34,88;33,04;31,13;29,43;26,71;28,46;26,71;26,59;24,94
114;39,58;38,38;37,01;35,19;33,33;31,40;29,69;26,95;28,72;26,95;26,82;25,17
115;39,93;38,72;37,34;35,49;33,63;31,68;29,95;27,19;28,97;27,19;27,06;25,39
116;40,28;39,06;37,66;35,80;33,92;31,96;30,21;27,42;29,22;27,42;27,29;25,61
117;40,63;39,39;37,99;36,11;34,21;32,23;30,47;27,66;29,47;27,66;27,53;25,83
118;40,97;39,73;38,31;36,42;34,50;32,51;30,73;27,90;29,72;27,90;27,76;26,05
119;41,32;40,07;38,64;36,73;34,80;32,78;30,99;28,13;29,97;28,13;28,00;26,27
120;41,67;40,40;38,96;37,04;35,09;33,06;31,25;28,37;30,23;28,37;28,24;26,49
121;42,01;40,74;39,29;37,35;35,38;33,33;31,51;28,61;30,48;28,61;28,47;26,71
122;42,36;41,08;39,61;37,65;35,67;33,61;31,77;28,84;30,73;28,84;28,71;26,93
123;42,71;41,41;39,94;37,96;35,96;33,88;32,03;29,08;30,98;29,08;28,94;27,15
124;43,06;41,75;40,26;38,27;36,26;34,16;32,29;29,31;31,23;29,31;29,18;27,37
125;43,40;42,09;40,58;38,58;36,55;34,44;32,55;29,55;31,49;29,55;29,41;27,59
126;43,75;42,42;40,91;38,89;36,84;34,71;32,81;29,79;31,74;29,79;29,65;27,81
127;44,10;42,76;41,23;39,20;37,13;34,99;33,07;30,02;31,99;30,02;29,88;28,04
128;44,44;43,10;41,56;39,51;37,43;35,26;33,33;30,26;32,24;30,26;30,12;28,26
129;44,79;43,43;41,88;39,81;37,72;35,54;33,59;30,50;32,49;30,50;30,35;28,48
130;45,14;43,77;42,21;40,12;38,01;35,81;33,85;30,73;32,75;30,73;30,59;28,70
131;45,49;44,11;42,53;40,43;38,30;36,09;34,11;30,97;33,00;30,97;30,82;28,92
132;45,83;44,44;42,86;40,74;38,60;36,36;34,38;31,21;33,25;31,21;31,06;29,14
133;46,18;44,78;43,18;41,05;38,89;36,64;34,64;31,44;33,50;31,44;31,29;29,36
134;46,53;45,12;43,51;41,36;39,18;36,91;34,90;31,68;33,75;31,68;31,53;29,58
135;46,88;45,45;43,83;41,67;39,47;37,19;35,16;31,91;34,01;31,91;31,76;29,80
136;47,22;45,79;44,16;41,98;39,77;37,47;35,42;32,15;34,26;32,15;32,00;30,02
137;47,57;46,13;44,48;42,28;40,06;37,74;35,68;32,39;34,51;32,39;32,24;30,24
138;47,92;46,46;44,81;42,59;40,35;38,02;35,94;32,62;34,76;32,62;32,47;30,46
139;48,26;46,80;45,13;42,90;40,64;38,29;36,20;32,86;35,01;32,86;32,71;30,68
140;48,61;47,14;45,45;43,21;40,94;38,57;36,46;33,10;35,26;33,10;32,94;30,91
141;48,96;47,47;45,78;43,52;41,23;38,84;36,72;33,33;35,52;33,33;33,18;31,13
142;49,31;47,81;46,10;43,83;41,52;39,12;36,98;33,57;35,77;33,57;33,41;31,35
143;49,65;48,15;46,43;44,14;41,81;39,39;37,24;33,81;36,02;33,81;33,65;31,57
144;50,00;48,48;46,75;44,44;42,11;39,67;37,50;34,04;36,27;34,04;33,88;31,79
145;50,35;48,82;47,08;44,75;42,40;39,94;37,76;34,28;36,52;34,28;34,12;32,01
146;50,69;49,16;47,40;45,06;42,69;40,22;38,02;34,52;36,78;34,52;34,35;32,23
147;51,04;49,49;47,73;45,37;42,98;40,50;38,28;34,75;37,03;34,75;34,59;32,45
148;51,39;49,83;48,05;45,68;43,27;40,77;38,54;34,99;37,28;34,99;34,82;32,67
149;51,74;50,17;48,38;45,99;43,57;41,05;38,80;35,22;37,53;35,22;35,06;32,89
150;52,08;50,51;48,70;46,30;43,86;41,32;39,06;35,46;37,78;35,46;35,29;33,11
151;52,43;50,84;49,03;46,60;44,15;41,60;39,32;35,70;38,04;35,70;35,53;33,33
152;52,78;51,18;49,35;46,91;44,44;41,87;39,58;35,93;38,29;35,93;35,76;33,55
153;53,13;51,52;49,68;47,22;44,74;42,15;39,84;36,17;38,54;36,17;36,00;33,77
154;53,47;51,85;50,00;47,53;45,03;42,42;40,10;36,41;38,79;36,41;36,24;34,00
155;53,82;52,19;50,32;47,84;45,32;42,70;40,36;36,64;39,04;36,64;36,47;34,22
156;54,17;52,53;50,65;48,15;45,61;42,98;40,63;36,88;39,29;36,88;36,71;34,44
157;54,51;52,86;50,97;48,46;45,91;43,25;40,89;37,12;39,55;37,12;36,94;34,66
158;54,86;53,20;51,30;48,77;46,20;43,53;41,15;37,35;39,80;37,35;37,18;34,88
159;55,21;53,54;51,62;49,07;46,49;43,80;41,41;37,59;40,05;37,59;37,41;35,10
160;55,56;53,87;51,95;49,38;46,78;44,08;41,67;37,83;40,30;37,83;37,65;35,32
161;55,90;54,21;52,27;49,69;47,08;44,35;41,93;38,06;40,55;38,06;37,88;35,54
162;56,25;54,55;52,60;50,00;47,37;44,63;42,19;38,30;40,81;38,30;38,12;35,76
163;56,60;54,88;52,92;50,31;47,66;44,90;42,45;38,53;41,06;38,53;38,35;35,98
164;56,94;55,22;53,25;50,62;47,95;45,18;42,71;38,77;41,31;38,77;38,59;36,20
165;57,29;55,56;53,57;50,93;48,25;45,45;42,97;39,01;41,56;39,01;38,82;36,42
166;57,64;55,89;53,90;51,23;48,54;45,73;43,23;39,24;41,81;39,24;39,06;36,64
167;57,99;56,23;54,22;51,54;48,83;46,01;43,49;39,48;42,07;39,48;39,29;36,87
168;58,33;56,57;54,55;51,85;49,12;46,28;43,75;39,72;42,32;39,72;39,53;37,09
169;58,68;56,90;54,87;52,16;49,42;46,56;44,01;39,95;42,57;39,95;39,76;37,31
170;59,03;57,24;55,19;52,47;49,71;46,83;44,27;40,19;42,82;40,19;40,00;37,53
171;59,38;57,58;55,52;52,78;50,00;47,11;44,53;40,43;43,07;40,43;40,24;37,75
172;59,72;57,91;55,84;53,09;50,29;47,38;44,79;40,66;43,32;40,66;40,47;37,97
173;60,07;58,25;56,17;53,40;50,58;47,66;45,05;40,90;43,58;40,90;40,71;38,19
174;60,42;58,59;56,49;53,70;50,88;47,93;45,31;41,13;43,83;41,13;40,94;38,41
175;60,76;58,92;56,82;54,01;51,17;48,21;45,57;41,37;44,08;41,37;41,18;38,63
176;61,11;59,26;57,14;54,32;51,46;48,48;45,83;41,61;44,33;41,61;41,41;38,85
177;61,46;59,60;57,47;54,63;51,75;48,76;46,09;41,84;44,58;41,84;41,65;39,07
178;61,81;59,93;57,79;54,94;52,05;49,04;46,35;42,08;44,84;42,08;41,88;39,29
179;62,15;60,27;58,12;55,25;52,34;49,31;46,61;42,32;45,09;42,32;42,12;39,51
180;62,50;60,61;58,44;55,56;52,63;49,59;46,88;42,55;45,34;42,55;42,35;39,74
181;62,85;60,94;58,77;55,86;52,92;49,86;47,14;42,79;45,59;42,79;42,59;39,96
182;63,19;61,28;59,09;56,17;53,22;50,14;47,40;43,03;45,84;43,03;42,82;40,18
183;63,54;61,62;59,42;56,48;53,51;50,41;47,66;43,26;46,10;43,26;43,06;40,40
184;63,89;61,95;59,74;56,79;53,80;50,69;47,92;43,50;46,35;43,50;43,29;40,62
185;64,24;62,29;60,06;57,10;54,09;50,96;48,18;43,74;46,60;43,74;43,53;40,84
186;64,58;62,63;60,39;57,41;54,39;51,24;48,44;43,97;46,85;43,97;43,76;41,06
187;64,93;62,96;60,71;57,72;54,68;51,52;48,70;44,21;47,10;44,21;44,00;41,28
188;65,28;63,30;61,04;58,02;54,97;51,79;48,96;44,44;47,36;44,44;44,24;41,50
189;65,63;63,64;61,36;58,33;55,26;52,07;49,22;44,68;47,61;44,68;44,47;41,72
190;65,97;63,97;61,69;58,64;55,56;52,34;49,48;44,92;47,86;44,92;44,71;41,94
191;66,32;64,31;62,01;58,95;55,85;52,62;49,74;45,15;48,11;45,15;44,94;42,16
192;66,67;64,65;62,34;59,26;56,14;52,89;50,00;45,39;48,36;45,39;45,18;42,38
193;67,01;64,98;62,66;59,57;56,43;53,17;50,26;45,63;48,61;45,63;45,41;42,60
194;67,36;65,32;62,99;59,88;56,73;53,44;50,52;45,86;48,87;45,86;45,65;42,83
195;67,71;65,66;63,31;60,19;57,02;53,72;50,78;46,10;49,12;46,10;45,88;43,05
196;68,06;65,99;63,64;60,49;57,31;53,99;51,04;46,34;49,37;46,34;46,12;43,27
197;68,40;66,33;63,96;60,80;57,60;54,27;51,30;46,57;49,62;46,57;46,35;43,49
198;68,75;66,67;64,29;61,11;57,89;54,55;51,56;46,81;49,87;46,81;46,59;43,71
199;69,10;67,00;64,61;61,42;58,19;54,82;51,82;47,04;50,13;47,04;46,82;43,93
200;69,44;67,34;64,94;61,73;58,48;55,10;52,08;47,28;50,38;47,28;47,06;44,15
201;69,79;67,68;65,26;62,04;58,77;55,37;52,34;47,52;50,63;47,52;47,29;44,37
202;70,14;68,01;65,58;62,35;59,06;55,65;52,60;47,75;50,88;47,75;47,53;44,59
203;70,49;68,35;65,91;62,65;59,36;55,92;52,86;47,99;51,13;47,99;47,76;44,81
204;70,83;68,69;66,23;62,96;59,65;56,20;53,13;48,23;51,39;48,23;48,00;45,03
205;71,18;69,02;66,56;63,27;59,94;56,47;53,39;48,46;51,64;48,46;48,24;45,25
206;71,53;69,36;66,88;63,58;60,23;56,75;53,65;48,70;51,89;48,70;48,47;45,47
207;71,88;69,70;67,21;63,89;60,53;57,02;53,91;48,94;52,14;48,94;48,71;45,70
208;72,22;70,03;67,53;64,20;60,82;57,30;54,17;49,17;52,39;49,17;48,94;45,92
209;72,57;70,37;67,86;64,51;61,11;57,58;54,43;49,41;52,64;49,41;49,18;46,14
210;72,92;70,71;68,18;64,81;61,40;57,85;54,69;49,65;52,90;49,65;49,41;46,36
211;73,26;71,04;68,51;65,12;61,70;58,13;54,95;49,88;53,15;49,88;49,65;46,58
212;73,61;71,38;68,83;65,43;61,99;58,40;55,21;50,12;53,40;50,12;49,88;46,80
213;73,96;71,72;69,16;65,74;62,28;58,68;55,47;50,35;53,65;50,35;50,12;47,02
214;74,31;72,05;69,48;66,05;62,57;58,95;55,73;50,59;53,90;50,59;50,35;47,24
215;74,65;72,39;69,81;66,36;62,87;59,23;55,99;50,83;54,16;50,83;50,59;47,46
